age ,99,95,90,85,80,75,70,65,60,55,50,45,40,35,30,25,20,15,10,5
30,95,93,89,87,84,82,80,79,76,73,67,65,63,54,49,44,37,28,21,12
31,95,93,89,87,84,82,80,79,76,73,67,65,63,54,49,44,37,28,21,12
32,97,96,92,90,88,87,85,84,82,80,75,73,70,64,60,55,47,40,32,20
33,97,96,92,90,88,87,85,84,82,80,75,73,70,64,60,55,47,40,32,20
34,99,97,95,93,92,90,89,88,87,85,82,80,77,72,69,65,58,52,46,33
35,99,97,95,93,92,90,89,88,87,85,82,80,77,72,69,65,58,52,46,33
36,100,99,97,95,94,93,92,91,90,90,87,86,83,79,77,74,68,65,60,48
37,100,99,97,95,94,93,92,91,90,90,87,86,83,79,77,74,68,65,60,48
