age ,99,95,90,85,80,75,70,65,60,55,50,45,40,35,30,25,20,15,10,5
30,94,92,89,84,75,69,63,61,60,57,51,49,46,43,40,34,27,22,14,0
31,94,92,89,84,75,69,63,61,60,57,51,49,46,43,40,34,27,22,14,0
32,97,95,92,88,84,79,75,72,71,68,63,61,58,55,52,47,40,34,24,2
33,97,95,92,88,84,79,75,72,71,68,63,61,58,55,52,47,40,34,24,2
34,99,97,94,92,80,87,84,82,80,78,74,72,70,66,64,60,54,48,38,9
35,99,97,94,92,80,87,84,82,80,78,74,72,70,66,64,60,54,48,38,9
36,100,98,96,95,94,92,91,88,87,85,83,81,79,76,74,72,68,62,55,30
37,100,98,96,95,94,92,91,88,87,85,83,81,79,76,74,72,68,62,55,30
