...1,country,state,recorded_date,PRCP,TMAX,prcp_mean,temp_max_mean
1,sweden,NA,2020-01-01,0,5.6,NA,NA
2,sweden,NA,2020-01-02,0,5.9,NA,NA
3,sweden,NA,2020-01-03,0.9,7.8,NA,NA
4,sweden,NA,2020-01-04,0,4.8,NA,NA
5,sweden,NA,2020-01-05,1.3,2.4,NA,NA
6,sweden,NA,2020-01-06,0.2,6.9,NA,NA
7,sweden,NA,2020-01-07,0,6.8,0.34285714285714286,5.742857142857143
8,sweden,NA,2020-01-08,0,10,0.34285714285714286,6.371428571428572
9,sweden,NA,2020-01-09,3.9,5.4,0.9,6.299999999999999
10,sweden,NA,2020-01-10,0.8,2.9,0.8857142857142858,5.6
11,sweden,NA,2020-01-11,0.3,5.5,0.9285714285714286,5.7
12,sweden,NA,2020-01-12,0,8.2,0.7428571428571429,6.528571428571428
13,sweden,NA,2020-01-13,0,5.4,0.7142857142857143,6.314285714285714
14,sweden,NA,2020-01-14,0.6,5.8,0.7999999999999999,6.171428571428571
15,sweden,NA,2020-01-15,1,11.1,0.9428571428571428,6.328571428571428
16,sweden,NA,2020-01-16,0,7.8,0.3857142857142858,6.671428571428571
17,sweden,NA,2020-01-17,0.3,6.1,0.3142857142857142,7.128571428571429
18,sweden,NA,2020-01-18,0.8,6.9,0.3857142857142858,7.328571428571428
19,sweden,NA,2020-01-19,0,5.2,0.3857142857142858,6.8999999999999995
20,sweden,NA,2020-01-20,0,6.6,0.3857142857142858,7.071428571428571
21,sweden,NA,2020-01-21,0,8.9,0.3,7.514285714285714
22,sweden,NA,2020-01-22,0,6.6,0.15714285714285717,6.871428571428572
23,sweden,NA,2020-01-23,0,8,0.15714285714285717,6.9
24,sweden,NA,2020-01-24,0,8,0.1142857142857143,7.171428571428572
25,sweden,NA,2020-01-25,0,4.8,0,6.871428571428572
26,sweden,NA,2020-01-26,0,6.5,0,7.057142857142857
27,sweden,NA,2020-01-27,0.5,5.9,0.07142857142857142,6.957142857142857
28,sweden,NA,2020-01-28,5.8,5,0.9,6.4
29,sweden,NA,2020-01-29,1.2,3.7,1.0714285714285714,5.985714285714287
30,sweden,NA,2020-01-30,1.5,3.5,1.2857142857142858,5.342857142857143
31,sweden,NA,2020-01-31,0.9,3.4,1.414285714285714,4.685714285714285
32,sweden,NA,2020-02-01,1.9,9.7,1.6857142857142855,5.385714285714286
33,sweden,NA,2020-02-02,0,7.2,1.6857142857142855,5.485714285714286
34,sweden,NA,2020-02-03,2.6,2.6,1.9857142857142855,5.014285714285713
35,sweden,NA,2020-02-04,1.8,1.5,1.4142857142857144,4.514285714285714
36,sweden,NA,2020-02-05,0,3.8,1.242857142857143,4.5285714285714285
37,sweden,NA,2020-02-06,0,5.6,1.0285714285714287,4.828571428571428
38,sweden,NA,2020-02-07,0,4.1,0.9000000000000001,4.928571428571429
39,sweden,NA,2020-02-08,0.2,3.6,0.6571428571428571,4.057142857142857
40,sweden,NA,2020-02-09,4.2,7.5,1.2571428571428571,4.1
41,sweden,NA,2020-02-10,0,8.2,0.8857142857142858,4.8999999999999995
42,sweden,NA,2020-02-11,0,5.5,0.6285714285714287,5.471428571428571
43,sweden,NA,2020-02-12,0.1,6.2,0.6428571428571429,5.814285714285715
44,sweden,NA,2020-02-13,0,4.5,0.6428571428571429,5.6571428571428575
45,sweden,NA,2020-02-14,0,4.9,0.6428571428571429,5.771428571428571
46,sweden,NA,2020-02-15,1.4,6.5,0.8142857142857143,6.185714285714285
47,sweden,NA,2020-02-16,3.4,11.1,0.7,6.700000000000001
48,sweden,NA,2020-02-17,0.2,8.8,0.7285714285714285,6.785714285714286
49,sweden,NA,2020-02-18,0.2,6.4,0.757142857142857,6.914285714285714
50,sweden,NA,2020-02-19,0,5,0.7428571428571428,6.742857142857143
51,sweden,NA,2020-02-20,1.9,5.2,1.0142857142857142,6.8428571428571425
52,sweden,NA,2020-02-21,0,7.6,1.0142857142857142,7.228571428571429
53,sweden,NA,2020-02-22,2.8,7.7,1.2142857142857142,7.4
54,sweden,NA,2020-02-23,0,7.1,0.7285714285714285,6.828571428571428
55,sweden,NA,2020-02-24,0,4.6,0.7,6.228571428571429
56,sweden,NA,2020-02-25,4.3,2.6,1.2857142857142858,5.685714285714286
57,sweden,NA,2020-02-26,0.2,0.5,1.3142857142857145,5.042857142857144
58,sweden,NA,2020-02-27,3.3,-0.8,1.5142857142857142,4.185714285714285
59,sweden,NA,2020-02-28,0,2.6,1.5142857142857142,3.4714285714285715
60,sweden,NA,2020-02-29,2.9,2.9,1.5285714285714285,2.7857142857142856
61,sweden,NA,2020-03-01,0,5.6,1.5285714285714285,2.5714285714285716
62,sweden,NA,2020-03-02,3.7,7.7,2.057142857142857,3.0142857142857147
63,sweden,NA,2020-03-03,4.9,5,2.142857142857143,3.3571428571428568
64,sweden,NA,2020-03-04,2.1,3.4,2.414285714285714,3.771428571428572
65,sweden,NA,2020-03-05,0,4.9,1.9428571428571428,4.585714285714286
66,sweden,NA,2020-03-06,0,5.1,1.9428571428571428,4.942857142857142
67,sweden,NA,2020-03-07,0,4.6,1.5285714285714285,5.185714285714285
68,sweden,NA,2020-03-08,0,7.8,1.5285714285714285,5.5
69,sweden,NA,2020-03-09,2.9,10.3,1.4142857142857144,5.871428571428572
70,sweden,NA,2020-03-10,4.5,7.3,1.3571428571428572,6.2
71,sweden,NA,2020-03-11,1.5,8.8,1.2714285714285716,6.971428571428572
72,sweden,NA,2020-03-12,4.8,7.3,1.9571428571428573,7.314285714285715
73,sweden,NA,2020-03-13,0,4.2,1.9571428571428573,7.185714285714286
74,sweden,NA,2020-03-14,0,2.9,1.9571428571428573,6.942857142857142
75,sweden,NA,2020-03-15,4.2,6.9,2.557142857142857,6.814285714285715
76,sweden,NA,2020-03-16,2.4,8.1,2.4857142857142853,6.5
77,sweden,NA,2020-03-17,1,8.1,1.9857142857142855,6.614285714285714
78,sweden,NA,2020-03-18,0.5,10.2,1.8428571428571427,6.814285714285714
79,sweden,NA,2020-03-19,0,9.5,1.157142857142857,7.128571428571428
80,sweden,NA,2020-03-20,0,6,1.157142857142857,7.385714285714285
81,sweden,NA,2020-03-21,0,4.3,1.157142857142857,7.585714285714286
82,sweden,NA,2020-03-22,0,5.3,0.5571428571428572,7.357142857142857
83,sweden,NA,2020-03-23,0,6.5,0.21428571428571427,7.128571428571428
84,sweden,NA,2020-03-24,0,11.2,0.07142857142857142,7.571428571428571
85,sweden,NA,2020-03-25,0,12.5,0,7.9
86,sweden,NA,2020-03-26,0,12.9,0,8.385714285714284
87,sweden,NA,2020-03-27,0,11.9,0,9.228571428571428
88,sweden,NA,2020-03-28,0.2,10.1,0.02857142857142857,10.057142857142855
89,sweden,NA,2020-03-29,0,4.8,0.02857142857142857,9.985714285714284
90,sweden,NA,2020-03-30,0,4.2,0.02857142857142857,9.657142857142857
91,sweden,NA,2020-03-31,0,8.2,0.02857142857142857,9.228571428571428
92,sweden,NA,2020-04-01,0,9.8,0.02857142857142857,8.842857142857143
93,sweden,NA,2020-04-02,1.5,9.3,0.24285714285714283,8.328571428571427
94,sweden,NA,2020-04-03,0,7.8,0.24285714285714283,7.742857142857143
95,sweden,NA,2020-04-04,0,8.7,0.21428571428571427,7.542857142857143
96,sweden,NA,2020-04-05,0,13.2,0.21428571428571427,8.742857142857144
97,sweden,NA,2020-04-06,0,18.2,0.21428571428571427,10.742857142857142
98,sweden,NA,2020-04-07,0.3,14.7,0.2571428571428572,11.671428571428567
99,sweden,NA,2020-04-08,0,15.5,0.2571428571428572,12.485714285714284
100,sweden,NA,2020-04-09,0,12.4,0.04285714285714286,12.928571428571429
101,sweden,NA,2020-04-10,0,10.6,0.04285714285714286,13.328571428571433
102,sweden,NA,2020-04-11,1.9,12.8,0.3142857142857142,13.914285714285716
103,sweden,NA,2020-04-12,0.5,14.2,0.3857142857142857,14.05714285714286
104,sweden,NA,2020-04-13,0,8.8,0.3857142857142857,12.714285714285714
105,sweden,NA,2020-04-14,0,8.8,0.34285714285714286,11.871428571428572
106,sweden,NA,2020-04-15,0,15.6,0.34285714285714286,11.885714285714286
107,sweden,NA,2020-04-16,0,12.2,0.34285714285714286,11.857142857142856
108,sweden,NA,2020-04-17,0,10.9,0.34285714285714286,11.9
109,sweden,NA,2020-04-18,0,10.3,0.07142857142857142,11.542857142857144
110,sweden,NA,2020-04-19,0,13.6,0,11.457142857142856
111,sweden,NA,2020-04-20,0,16.5,0,12.557142857142855
112,sweden,NA,2020-04-21,0,16.8,0,13.7
113,sweden,NA,2020-04-22,0,19.3,0,14.22857142857143
114,sweden,NA,2020-04-23,0,19.1,0,15.214285714285714
115,sweden,NA,2020-04-24,0,16,0,15.94285714285714
116,sweden,NA,2020-04-25,0,11.9,0,16.17142857142857
117,sweden,NA,2020-04-26,0,14.5,0,16.3
118,sweden,NA,2020-04-27,17.7,11.4,2.5285714285714285,15.571428571428571
119,sweden,NA,2020-04-28,0.4,6.2,2.5857142857142854,14.057142857142855
120,sweden,NA,2020-04-29,0,7.1,2.5857142857142854,12.314285714285711
121,sweden,NA,2020-04-30,1,9.2,2.728571428571428,10.9
122,sweden,NA,2020-05-01,5,10.7,3.442857142857143,10.142857142857142
123,sweden,NA,2020-05-02,2.7,12.6,3.828571428571428,10.242857142857144
124,sweden,NA,2020-05-03,0.5,14.9,3.899999999999999,10.3
125,sweden,NA,2020-05-04,0,12.2,1.3714285714285714,10.414285714285716
126,sweden,NA,2020-05-05,0,12,1.3142857142857145,11.242857142857144
127,sweden,NA,2020-05-06,0,13.9,1.3142857142857145,12.214285714285714
128,sweden,NA,2020-05-07,0,13,1.1714285714285713,12.757142857142856
129,sweden,NA,2020-05-08,0,14.9,0.4571428571428572,13.357142857142858
130,sweden,NA,2020-05-09,0,15.6,0.07142857142857142,13.785714285714288
131,sweden,NA,2020-05-10,1.6,19,0.2285714285714286,14.371428571428572
132,sweden,NA,2020-05-11,0,9,0.2285714285714286,13.914285714285716
133,sweden,NA,2020-05-12,3.6,10.6,0.7428571428571429,13.714285714285715
134,sweden,NA,2020-05-13,0.8,8.8,0.8571428571428571,12.985714285714286
135,sweden,NA,2020-05-14,6.9,11,1.842857142857143,12.7
136,sweden,NA,2020-05-15,1,11.9,1.9857142857142855,12.27142857142857
137,sweden,NA,2020-05-16,0.1,10.9,2,11.599999999999998
138,sweden,NA,2020-05-17,1.3,13,1.9571428571428573,10.742857142857142
139,sweden,NA,2020-05-18,0,14.7,1.9571428571428573,11.557142857142855
140,sweden,NA,2020-05-19,0,14.1,1.442857142857143,12.057142857142855
141,sweden,NA,2020-05-20,0,14.6,1.3285714285714287,12.885714285714286
142,sweden,NA,2020-05-21,0,17.6,0.3428571428571429,13.828571428571433
143,sweden,NA,2020-05-22,4.7,20.1,0.8714285714285713,15.000000000000002
144,sweden,NA,2020-05-23,3.7,14.8,1.385714285714286,15.55714285714286
145,sweden,NA,2020-05-24,6.2,15.7,2.085714285714286,15.94285714285714
146,sweden,NA,2020-05-25,0.3,18.2,2.128571428571429,16.442857142857143
147,sweden,NA,2020-05-26,0,21.4,2.128571428571429,17.485714285714284
148,sweden,NA,2020-05-27,0.1,19,2.142857142857143,18.11428571428571
149,sweden,NA,2020-05-28,0,18.3,2.142857142857143,18.214285714285715
150,sweden,NA,2020-05-29,0,19.2,1.4714285714285715,18.085714285714285
151,sweden,NA,2020-05-30,0,18.6,0.942857142857143,18.62857142857143
152,sweden,NA,2020-05-31,0,21.7,0.05714285714285715,19.485714285714284
153,sweden,NA,2020-06-01,0,25.9,0.01428571428571428,20.585714285714285
154,sweden,NA,2020-06-02,0,24.1,0.01428571428571428,20.97142857142857
155,sweden,NA,2020-06-03,0,19.3,0,21.014285714285716
156,sweden,NA,2020-06-04,0,19.4,0,21.17142857142857
157,sweden,NA,2020-06-05,8.2,16.7,1.1714285714285713,20.814285714285717
158,sweden,NA,2020-06-06,9.2,15,2.4857142857142853,20.3
159,sweden,NA,2020-06-07,0,18.2,2.4857142857142853,19.800000000000004
160,sweden,NA,2020-06-08,0,20.7,2.4857142857142853,19.057142857142857
161,sweden,NA,2020-06-09,7.3,20.8,3.5285714285714285,18.58571428571429
162,sweden,NA,2020-06-10,0,23,3.5285714285714285,19.114285714285717
163,sweden,NA,2020-06-11,0,23.2,3.5285714285714285,19.657142857142855
164,sweden,NA,2020-06-12,0,22.6,2.357142857142857,20.5
165,sweden,NA,2020-06-13,0,22.7,1.042857142857143,21.6
166,sweden,NA,2020-06-14,0,23.9,1.042857142857143,22.41428571428571
167,sweden,NA,2020-06-15,0.7,25,1.1428571428571428,23.02857142857143
168,sweden,NA,2020-06-16,4.7,18.8,0.7714285714285715,22.74285714285714
169,sweden,NA,2020-06-17,0,20.8,0.7714285714285715,22.428571428571427
170,sweden,NA,2020-06-18,0,24.9,0.7714285714285715,22.67142857142857
171,sweden,NA,2020-06-19,0,26.3,0.7714285714285715,23.199999999999996
172,sweden,NA,2020-06-20,6.3,23.6,1.6714285714285713,23.32857142857143
173,sweden,NA,2020-06-21,0,23.6,1.6714285714285713,23.285714285714285
174,sweden,NA,2020-06-22,4.6,19.6,2.228571428571428,22.514285714285716
175,sweden,NA,2020-06-23,0,23,1.557142857142857,23.114285714285717
176,sweden,NA,2020-06-24,0,27.5,1.557142857142857,24.071428571428573
177,sweden,NA,2020-06-25,0,30.1,1.557142857142857,24.814285714285713
178,sweden,NA,2020-06-26,0,29.9,1.557142857142857,25.328571428571426
179,sweden,NA,2020-06-27,0,29.8,0.6571428571428571,26.214285714285715
180,sweden,NA,2020-06-28,2.2,29.3,0.9714285714285714,27.02857142857143
181,sweden,NA,2020-06-29,0.3,23.5,0.35714285714285715,27.585714285714285
182,sweden,NA,2020-06-30,12.4,20.5,2.128571428571429,27.228571428571428
183,sweden,NA,2020-07-01,5.4,18.6,2.9,25.957142857142856
184,sweden,NA,2020-07-02,0,20.5,2.9,24.585714285714285
185,sweden,NA,2020-07-03,4.4,18.6,3.528571428571429,22.97142857142857
186,sweden,NA,2020-07-04,12.7,20,5.3428571428571425,21.571428571428573
187,sweden,NA,2020-07-05,1.3,21.1,5.2142857142857135,20.4
188,sweden,NA,2020-07-06,3.5,18,5.671428571428571,19.614285714285717
189,sweden,NA,2020-07-07,4,18.5,4.471428571428571,19.328571428571426
190,sweden,NA,2020-07-08,4.9,16,4.3999999999999995,18.957142857142856
191,sweden,NA,2020-07-09,1.4,19.6,4.6000000000000005,18.828571428571426
192,sweden,NA,2020-07-10,19.7,19.8,6.785714285714286,19
193,sweden,NA,2020-07-11,0.6,19.2,5.057142857142857,18.885714285714283
194,sweden,NA,2020-07-12,0,19.2,4.871428571428572,18.614285714285717
195,sweden,NA,2020-07-13,0,20.4,4.371428571428572,18.957142857142856
196,sweden,NA,2020-07-14,1.5,19.1,4.014285714285714,19.042857142857144
197,sweden,NA,2020-07-15,16.5,19.3,5.671428571428571,19.514285714285712
198,sweden,NA,2020-07-16,0.1,23.4,5.485714285714287,20.057142857142857
199,sweden,NA,2020-07-17,0,25.2,2.6714285714285717,20.82857142857143
200,sweden,NA,2020-07-18,0,24.3,2.585714285714286,21.557142857142857
201,sweden,NA,2020-07-19,4.1,26.3,3.1714285714285713,22.571428571428573
202,sweden,NA,2020-07-20,5.9,22.4,4.014285714285714,22.857142857142858
203,sweden,NA,2020-07-21,1.7,19.6,4.042857142857143,22.928571428571427
204,sweden,NA,2020-07-22,0,18.9,1.6857142857142855,22.87142857142857
205,sweden,NA,2020-07-23,0,18.8,1.6714285714285713,22.214285714285715
206,sweden,NA,2020-07-24,0.9,16.9,1.8,21.02857142857143
207,sweden,NA,2020-07-25,0,22.3,1.8,20.742857142857144
208,sweden,NA,2020-07-26,16,22.3,3.5,20.17142857142857
209,sweden,NA,2020-07-27,0,22.1,2.657142857142857,20.128571428571423
210,sweden,NA,2020-07-28,9.2,20.1,3.728571428571428,20.199999999999996
211,sweden,NA,2020-07-29,7.7,18.6,4.828571428571428,20.157142857142865
212,sweden,NA,2020-07-30,0.6,20.9,4.914285714285714,20.457142857142856
213,sweden,NA,2020-07-31,0,22.6,4.785714285714286,21.271428571428572
214,sweden,NA,2020-08-01,0,25.6,4.785714285714286,21.74285714285714
215,sweden,NA,2020-08-02,0,23.5,2.5,21.91428571428571
216,sweden,NA,2020-08-03,0,21,2.5,21.757142857142856
217,sweden,NA,2020-08-04,0,21.6,1.1857142857142855,21.971428571428568
218,sweden,NA,2020-08-05,0,18.7,0.08571428571428572,21.985714285714288
219,sweden,NA,2020-08-06,0,26.7,0,22.814285714285713
220,sweden,NA,2020-08-07,0,28.4,0,23.642857142857142
221,sweden,NA,2020-08-08,0,29.3,0,24.171428571428574
222,sweden,NA,2020-08-09,0.2,29.1,0.02857142857142857,24.97142857142857
223,sweden,NA,2020-08-10,0,24.2,0.02857142857142857,25.428571428571423
224,sweden,NA,2020-08-11,0,23.9,0.02857142857142857,25.75714285714285
225,sweden,NA,2020-08-12,0,26.2,0.02857142857142857,26.82857142857143
226,sweden,NA,2020-08-13,0,26.7,0.02857142857142857,26.82857142857143
227,sweden,NA,2020-08-14,0,28.5,0.02857142857142857,26.842857142857145
228,sweden,NA,2020-08-15,0,29,0.02857142857142857,26.8
229,sweden,NA,2020-08-16,0,28.1,0,26.657142857142855
230,sweden,NA,2020-08-17,0,28.9,0,27.328571428571426
231,sweden,NA,2020-08-18,0,28.8,0,28.02857142857143
232,sweden,NA,2020-08-19,4.3,27.9,0.6142857142857142,28.27142857142857
233,sweden,NA,2020-08-20,0,26.2,0.6142857142857142,28.199999999999996
234,sweden,NA,2020-08-21,0.5,24.1,0.6857142857142857,27.57142857142857
235,sweden,NA,2020-08-22,3.1,25.2,1.1285714285714286,27.028571428571432
236,sweden,NA,2020-08-23,0.2,21.2,1.157142857142857,26.042857142857144
237,sweden,NA,2020-08-24,0,19.7,1.157142857142857,24.728571428571428
238,sweden,NA,2020-08-25,0,19.6,1.157142857142857,23.414285714285715
239,sweden,NA,2020-08-26,0,16.7,0.5428571428571429,21.814285714285713
240,sweden,NA,2020-08-27,0,19.9,0.5428571428571429,20.914285714285715
241,sweden,NA,2020-08-28,0.1,19.6,0.48571428571428577,20.271428571428572
242,sweden,NA,2020-08-29,14.4,15.4,2.1,18.87142857142857
243,sweden,NA,2020-08-30,0.5,16.8,2.142857142857143,18.242857142857144
244,sweden,NA,2020-08-31,0,16.4,2.142857142857143,17.771428571428572
245,sweden,NA,2020-09-01,0,20.1,2.142857142857143,17.842857142857145
246,sweden,NA,2020-09-02,3.8,17.6,2.685714285714286,17.97142857142857
247,sweden,NA,2020-09-03,1.8,18.3,2.942857142857143,17.742857142857144
248,sweden,NA,2020-09-04,0,19.7,2.9285714285714284,17.757142857142856
249,sweden,NA,2020-09-05,0.9,18.1,1,18.142857142857142
250,sweden,NA,2020-09-06,11,17.3,2.5,18.214285714285715
251,sweden,NA,2020-09-07,0.6,17.3,2.585714285714286,18.342857142857145
252,sweden,NA,2020-09-08,1.3,19.2,2.771428571428572,18.214285714285715
253,sweden,NA,2020-09-09,2.2,20.2,2.542857142857143,18.585714285714285
254,sweden,NA,2020-09-10,0,15.8,2.2857142857142856,18.22857142857143
255,sweden,NA,2020-09-11,0.1,16.4,2.3,17.75714285714286
256,sweden,NA,2020-09-12,6.8,15,3.142857142857143,17.314285714285713
257,sweden,NA,2020-09-13,1,15.7,1.7142857142857142,17.085714285714285
258,sweden,NA,2020-09-14,0,19.5,1.6285714285714286,17.4
259,sweden,NA,2020-09-15,0,23.2,1.4428571428571428,17.97142857142857
260,sweden,NA,2020-09-16,1,17.6,1.2714285714285716,17.6
261,sweden,NA,2020-09-17,0,15.9,1.2714285714285716,17.614285714285717
262,sweden,NA,2020-09-18,0,18.2,1.2571428571428571,17.871428571428574
263,sweden,NA,2020-09-19,0,17.4,0.2857142857142857,18.214285714285715
264,sweden,NA,2020-09-20,0,17.1,0.14285714285714285,18.41428571428572
265,sweden,NA,2020-09-21,0,18.9,0.14285714285714285,18.328571428571426
266,sweden,NA,2020-09-22,0,18.8,0.14285714285714285,17.7
267,sweden,NA,2020-09-23,0,21.3,0,18.22857142857143
268,sweden,NA,2020-09-24,0.8,21.4,0.1142857142857143,19.014285714285712
269,sweden,NA,2020-09-25,10.9,17.4,1.6714285714285717,18.9
270,sweden,NA,2020-09-26,0,17.3,1.6714285714285717,18.885714285714283
271,sweden,NA,2020-09-27,0,17,1.6714285714285717,18.87142857142857
272,sweden,NA,2020-09-28,2,14.8,1.9571428571428573,18.285714285714285
273,sweden,NA,2020-09-29,0.2,16,1.985714285714286,17.885714285714286
274,sweden,NA,2020-09-30,0,17.3,1.985714285714286,17.314285714285713
275,sweden,NA,2020-10-01,0,14,1.8714285714285717,16.257142857142856
276,sweden,NA,2020-10-02,0,17.7,0.31428571428571433,16.3
277,sweden,NA,2020-10-03,0.6,14.4,0.4,15.885714285714286
278,sweden,NA,2020-10-04,7.6,15.4,1.4857142857142855,15.657142857142857
279,sweden,NA,2020-10-05,4.4,16.4,1.8285714285714283,15.885714285714284
280,sweden,NA,2020-10-06,5.5,14.2,2.585714285714286,15.628571428571428
281,sweden,NA,2020-10-07,0,15.2,2.585714285714286,15.328571428571427
282,sweden,NA,2020-10-08,1.3,15.1,2.7714285714285714,15.485714285714286
283,sweden,NA,2020-10-09,0.6,13.4,2.857142857142857,14.871428571428575
284,sweden,NA,2020-10-10,3.1,11.3,3.2142857142857144,14.428571428571429
285,sweden,NA,2020-10-11,0.1,10.7,2.1428571428571432,13.757142857142858
286,sweden,NA,2020-10-12,0,11.8,1.5142857142857145,13.1
287,sweden,NA,2020-10-13,0,10,0.7285714285714286,12.5
288,sweden,NA,2020-10-14,0,8,0.7285714285714286,11.471428571428572
289,sweden,NA,2020-10-15,0,9,0.5428571428571429,10.6
290,sweden,NA,2020-10-16,0,8.9,0.4571428571428572,9.957142857142856
291,sweden,NA,2020-10-17,0,10.2,0.01428571428571428,9.8
292,sweden,NA,2020-10-18,0,8,0,9.414285714285716
293,sweden,NA,2020-10-19,0,7.7,0,8.828571428571427
294,sweden,NA,2020-10-20,3.7,7.3,0.5285714285714286,8.442857142857143
295,sweden,NA,2020-10-21,8.2,12.1,1.6999999999999995,9.028571428571428
296,sweden,NA,2020-10-22,4.8,13.3,2.3857142857142857,9.642857142857142
297,sweden,NA,2020-10-23,1.5,12.3,2.6,10.12857142857143
298,sweden,NA,2020-10-24,0,11.4,2.6,10.3
299,sweden,NA,2020-10-25,11,13.5,4.171428571428572,11.085714285714287
300,sweden,NA,2020-10-26,9.3,11.9,5.5,11.685714285714283
301,sweden,NA,2020-10-27,2.5,10.5,5.328571428571428,12.14285714285714
302,sweden,NA,2020-10-28,0.5,10.6,4.228571428571429,11.928571428571429
303,sweden,NA,2020-10-29,0.3,10.4,3.585714285714286,11.514285714285714
304,sweden,NA,2020-10-30,0.5,8.1,3.442857142857143,10.914285714285716
305,sweden,NA,2020-10-31,0,10.2,3.442857142857143,10.742857142857142
306,sweden,NA,2020-11-01,2.5,10.9,2.2285714285714286,10.371428571428572
307,sweden,NA,2020-11-02,0.4,17.3,0.9571428571428572,11.142857142857142
308,sweden,NA,2020-11-03,0,16.2,0.5999999999999999,11.957142857142856
309,sweden,NA,2020-11-04,0.3,8.7,0.5714285714285714,11.685714285714283
310,sweden,NA,2020-11-05,0,11.8,0.5285714285714286,11.885714285714286
311,sweden,NA,2020-11-06,0,15.8,0.4571428571428572,12.985714285714286
312,sweden,NA,2020-11-07,0.9,11.5,0.5857142857142856,13.171428571428573
313,sweden,NA,2020-11-08,0,10.3,0.2285714285714286,13.085714285714287
314,sweden,NA,2020-11-09,0,8.9,0.17142857142857143,11.885714285714286
315,sweden,NA,2020-11-10,0,6.9,0.17142857142857143,10.55714285714286
316,sweden,NA,2020-11-11,0,7.1,0.1285714285714286,10.328571428571427
317,sweden,NA,2020-11-12,1.6,6.2,0.35714285714285715,9.528571428571428
318,sweden,NA,2020-11-13,0,7,0.35714285714285715,8.27142857142857
319,sweden,NA,2020-11-14,1.4,8.6,0.42857142857142855,7.857142857142857
320,sweden,NA,2020-11-15,0.2,10.3,0.4571428571428572,7.857142857142857
321,sweden,NA,2020-11-16,0,10.4,0.4571428571428572,8.071428571428573
322,sweden,NA,2020-11-17,2.1,9.4,0.7571428571428572,8.428571428571429
323,sweden,NA,2020-11-18,1.2,14.4,0.9285714285714286,9.471428571428572
324,sweden,NA,2020-11-19,0.5,12.1,0.7714285714285715,10.314285714285711
325,sweden,NA,2020-11-20,0.8,4.5,0.8857142857142856,9.957142857142856
326,sweden,NA,2020-11-21,1.8,7.9,0.942857142857143,9.857142857142858
327,sweden,NA,2020-11-22,0.6,8.7,1,9.62857142857143
328,sweden,NA,2020-11-23,0.6,7.8,1.0857142857142856,9.257142857142856
329,sweden,NA,2020-11-24,1.2,10.4,0.9571428571428572,9.4
330,sweden,NA,2020-11-25,0.2,10.3,0.8142857142857143,8.814285714285715
331,sweden,NA,2020-11-26,1.8,7.7,1,8.185714285714285
332,sweden,NA,2020-11-27,0,2.7,0.8857142857142858,7.928571428571428
333,sweden,NA,2020-11-28,0.6,0.1,0.7142857142857142,6.814285714285715
334,sweden,NA,2020-11-29,0.5,-0.4,0.7000000000000001,5.514285714285714
335,sweden,NA,2020-11-30,0.6,1.9,0.7000000000000001,4.671428571428572
336,sweden,NA,2020-12-01,0,1.8,0.5285714285714286,3.442857142857143
337,sweden,NA,2020-12-02,0,3.5,0.5,2.471428571428571
338,sweden,NA,2020-12-03,2.8,2.2,0.6428571428571429,1.6857142857142855
339,sweden,NA,2020-12-04,2.1,3.7,0.9428571428571428,1.8285714285714287
340,sweden,NA,2020-12-05,0,6.3,0.8571428571428571,2.7142857142857144
341,sweden,NA,2020-12-06,0,7.1,0.7857142857142857,3.785714285714285
342,sweden,NA,2020-12-07,0,6.6,0.7000000000000001,4.457142857142857
343,sweden,NA,2020-12-08,1.1,4.5,0.8571428571428571,4.8428571428571425
344,sweden,NA,2020-12-09,0.3,3.7,0.9,4.871428571428572
345,sweden,NA,2020-12-10,0.8,3.3,0.6142857142857144,5.028571428571429
346,sweden,NA,2020-12-11,1.3,3.1,0.5,4.942857142857143
347,sweden,NA,2020-12-12,1.3,4.6,0.6857142857142858,4.7
348,sweden,NA,2020-12-13,0.2,4.6,0.7142857142857143,4.3428571428571425
349,sweden,NA,2020-12-14,0.6,2.8,0.7999999999999999,3.8
350,sweden,NA,2020-12-15,8.2,6.6,1.8142857142857145,4.1
351,sweden,NA,2020-12-16,0,7.5,1.7714285714285716,4.642857142857143
352,sweden,NA,2020-12-17,6.3,6.1,2.557142857142857,5.042857142857144
353,sweden,NA,2020-12-18,0.3,7.4,2.414285714285714,5.6571428571428575
354,sweden,NA,2020-12-19,0,7.4,2.228571428571428,6.057142857142857
355,sweden,NA,2020-12-20,2.8,6.9,2.6,6.385714285714286
356,sweden,NA,2020-12-21,0,7,2.514285714285714,6.985714285714287
357,sweden,NA,2020-12-22,3.6,5.3,1.8571428571428572,6.8
358,sweden,NA,2020-12-23,0,6.4,1.8571428571428572,6.642857142857143
359,sweden,NA,2020-12-24,0,2.9,0.9571428571428572,6.185714285714285
360,sweden,NA,2020-12-25,0,0.3,0.9142857142857144,5.171428571428571
361,sweden,NA,2020-12-26,0.5,0.4,0.9857142857142857,4.171428571428572
362,sweden,NA,2020-12-27,0,4.2,0.5857142857142856,3.7857142857142856
363,sweden,NA,2020-12-28,0.7,4.2,0.6857142857142857,3.385714285714286
364,sweden,NA,2020-12-29,9.7,5.2,1.557142857142857,3.371428571428571
365,sweden,NA,2020-12-30,1.8,4.5,1.8142857142857145,3.099999999999999
366,sweden,NA,2020-12-31,0,4,1.8142857142857145,3.2571428571428567
